,Movie,LikeCountMean,LikeCountMax,RetweetCountMean,RetweetCountMax,ReplyCountMean,ReplyCountMax,QuoteCountMean,QuoteCountMax,VerifiedMean,FriendsCountMean,FriendsCountMax,FollowersCountMean,FollowersCountMax,StatusesCountMean,StatusesCountMax,revenue
896,Islanders in the Creek,9.1875,53,9.4375,112,0.6875,3,1.0625,7,0.375,1289.625,9156,21189.875,154662,73328.3125,317453,10000.0
897,Isle of Dogs,11.54,358,2.67,171,0.59,6,0.24,10,0.15,4634.21,230872,78418.57,2870648,50993.01,438887,64241499.0
898,Istanbul Junction,4.5,29,2.4523809523809526,40,0.2619047619047619,2,0.09523809523809523,2,0.21428571428571427,2277.2619047619046,25479,15519.02380952381,154062,31947.428571428572,112580,10000.0
899,It,4.6,66,0.92,18,0.99,24,0.23,4,0.05,1458.36,24184,7939.56,133662,37560.25,482643,701842551.0
900,It Chapter Two,16.57,547,3.94,163,1.27,20,0.64,24,0.18,2859.82,65574,269777.42,11921823,75207.42,410922,473122525.0
901,It Comes at Night,3.72,57,0.69,7,0.61,11,0.16,3,0.08,2174.2,40366,204950.86,14984767,65704.41,555524,19280931.0
902,It's a Summer Film!,18.99,444,7.07,461,0.91,20,0.26,5,0.05,1578.91,18611,13524.34,444249,38373.01,393563,149755.0
903,Italy Italy,6.95,167,3.28,130,0.67,21,0.33,16,0.07,3309.25,58138,286347.72,27126291,44281.94,437759,162593526.0
904,Ittefaq,94.08,1760,19.07,243,1.33,21,0.46,8,0.11,453.22,6044,110713.24,5421666,37863.29,344408,7900000.0
905,Ittymaani: Made In China,208.91,6030,32.02,834,5.41,162,1.33,54,0.16,727.8,6630,469841.87,6645397,37615.65,680082,4400000.0
906,Itzhak,4.77,73,0.17,4,0.29,5,0.07,1,0.0,3877.52,24236,5803.85,25672,34938.06,472623,606719.0
907,Ivan's Happiness,5.490566037735849,27,0.8490566037735849,11,0.32075471698113206,3,0.05660377358490566,2,0.018867924528301886,453.54716981132077,6238,1114.3207547169811,12238,17978.471698113208,168256,30924.0
908,J'ai perdu Albert,10.06,269,2.95,41,1.28,70,0.16,3,0.22,5155.79,28962,205701.9,3835543,67876.92,731232,373000.0
909,Jackass Forever,36.15,825,3.77,214,1.08,12,0.68,34,0.19,1737.72,39232,67069.37,2568799,32713.16,250392,80340218.0
910,Jackie,21.62,1624,11.8,950,0.43,5,0.25,4,0.13,1040.86,5007,210084.86,8843284,69260.57,997391,13960394.0
911,Jagga Jasoos,12.01,252,5.36,137,0.69,14,0.16,5,0.06,291.72,1596,30467.38,1006695,39913.07,353465,12500000.0
912,Jailbait,3.03,40,0.33,13,0.46,9,0.06,1,0.02,1304.65,26619,50039.48,4658747,49366.67,412997,7436000.0
913,Jakob's Wife,15.04,91,2.43,21,0.89,7,0.37,5,0.3,5537.61,87889,75961.36,3995495,74034.96,876688,30000.0
914,Janaadhipan,46.191489361702125,1289,3.9574468085106385,107,0.574468085106383,12,0.06382978723404255,2,0.0851063829787234,575.2765957446809,947,161835.3829787234,4538426,13168.68085106383,218424,57600.0
915,Jane,4.37,89,0.64,8,0.59,8,0.31,24,0.08,4964.01,119905,178923.31,14533726,59728.69,749714,1723379.0
916,Jatrai Jatra,3.76,41,0.14,2,0.14,2,0.0,0,0.08,435.68,4918,16357.66,592746,7875.92,48135,920000.0
917,Jawani Phir Nahi Ani 2,8.37,180,0.7,16,0.25,5,0.11,2,0.08,566.11,6989,16950.41,380936,17684.93,161995,78655.0
918,Jay and Silent Bob Reboot,9.08,156,1.25,20,0.5,6,0.17,3,0.2,3802.65,91294,238925.21,9501352,78217.86,2016501,1011305.0
919,Jealous,2.94,48,0.34,5,0.41,2,0.02,1,0.02,900.67,4963,7277.85,394418,38034.07,224226,6497695.0
920,Jeepers Creepers 3,2.44,35,0.73,36,0.33,6,0.15,2,0.01,954.57,14088,2262.38,59396,32292.45,159168,3600000.0
921,Jeepers Creepers: Reborn,7.37,160,1.52,37,0.68,7,0.25,6,0.02,1591.06,33538,10630.97,334931,28903.07,320907,2892594.0
922,Jennifer Lopez & Maluma Live: Marry Me Tonight!,63.0,123,10.5,21,2.0,4,2.5,5,0.0,1903.0,3200,25055.5,49518,17496.5,32333,50000000.0
923,Jexi,5.34,39,0.38,8,0.65,5,0.05,1,0.18,1288.87,36872,78140.33,1979938,50498.5,399979,9341824.0
924,Jiang Ziya: The Legend of Deification,32.4,66,28.2,64,0.8,2,1.0,2,0.0,1401.8,3209,11701.6,54800,45287.8,191786,240656068.0
925,Jigsaw,4.04,61,0.85,21,0.38,4,0.02,1,0.05,1169.51,10964,117675.36,6462597,42612.68,300088,102952888.0
926,Jim Button and the Wild 13,1.5,3,0.16666666666666666,1,0.3333333333333333,1,0.16666666666666666,1,0.0,431.5,596,838.0,2460,48087.0,206197,6700000.0
927,Jiu Jitsu,3.42,61,0.34,10,0.74,7,0.12,3,0.03,782.4,9963,6346.15,327498,26564.84,321915,99924.0
928,Joe Bell,15.6,695,2.11,83,0.97,41,0.34,7,0.29,8524.33,600599,237577.67,9340263,99110.15,1833188,1736318.0
929,John Wick: Chapter 2,14.27,284,7.12,291,0.46,9,0.58,12,0.28,2596.26,33540,183326.5,5472679,100543.05,1204459,171539887.0
930,John Wick: Chapter 3 - Parabellum,21.34,402,9.37,423,1.19,32,1.07,52,0.16,3160.18,81004,283766.98,12673727,63938.62,1308941,326709727.0
931,John and the Hole,17.83,1011,2.01,86,0.72,26,0.76,43,0.3,10448.45,230877,145734.53,2870725,86303.33,511702,25386.0
932,Johnny English Strikes Again,3.06,32,1.5,53,0.41,8,0.14,6,0.12,4247.74,84886,18456.64,171549,67470.61,452937,158972499.0
933,Joji Presents: THE EXTRAVAGANZA,14.98,1275,0.97,76,0.51,42,0.74,68,0.09,585.48,14671,97631.97,6529244,20310.28,256937,1000000.0
934,Jojo Rabbit,23.8,940,3.06,84,0.98,31,0.43,14,0.23,4967.41,230875,424282.37,25656838,87347.26,944711,82468705.0
935,Joker,5.29,56,0.75,15,0.9,12,0.12,3,0.06,4227.21,292021,46749.67,1880861,42990.93,179374,1074251311.0
936,Jolly LLB 2,18.58,366,11.29,204,0.47,19,0.25,7,0.08,719.72,5851,28930.67,1006700,47229.62,278214,1632440.0
937,Jolt,9.85,317,0.59,14,0.72,7,0.13,4,0.07,1780.84,50854,34619.19,1685849,42068.93,507097,238524.0
938,Jomonte Suvisheshangal,24.93,1076,3.49,155,1.26,89,0.19,13,0.05,543.61,5973,44479.29,2416857,23886.82,399172,6000000.0
939,Josh Taylor VS. Miguel Vázquez,2.4,5,1.3,5,0.3,2,0.3,1,0.2,9782.0,79849,40285.6,221784,59901.7,155778,100000.0
940,José,10.84,504,2.09,52,0.59,16,0.16,7,0.04,1130.99,14222,177350.88,10641722,49119.55,567644,26563.0
941,Josée,12.09,282,1.43,55,0.51,5,0.32,8,0.01,1123.46,46060,5407.51,291301,23585.92,285557,1709980.0
942,Journey to Tataouine,4.125,15,1.375,4,0.5,1,0.0,0,0.25,1368.875,6645,7080.125,25642,18291.625,69093,19052.0
943,Journey to the West: The Demons Strike Back,9.852459016393443,122,13.59016393442623,218,0.4262295081967213,2,0.5573770491803278,7,0.11475409836065574,959.360655737705,9287,12680.377049180328,151040,60475.57377049181,190525,731607.0
944,Judas and the Black Messiah,21.34,1328,4.85,345,0.81,14,0.68,33,0.14,2243.25,45787,38578.49,1795779,72702.85,517573,6416063.0
945,Judwaa 2,76.35,2455,11.79,426,1.77,89,0.19,8,0.08,799.86,7771,239901.34,12110956,62768.11,442246,34500000.0
946,Judy,3.46,36,0.67,7,0.82,21,0.04,1,0.09,6116.2,71600,60228.29,2356990,124801.88,1012261,38981322.0
947,Jujutsu Kaisen 0,125.53,5521,12.77,633,2.47,85,2.73,124,0.01,687.17,6038,37610.76,1676003,28825.83,162483,161577527.0
948,Jumanji: The Next Level,11.92,465,2.86,138,0.86,20,0.48,22,0.23,1560.02,19577,97802.38,2560511,52693.21,474689,800059707.0
949,Jumanji: Welcome to the Jungle,21.14,694,5.29,218,0.73,13,0.32,7,0.32,1323.05,22779,814556.08,28483016,36012.49,233009,962102237.0
950,Jumpman,11.14,487,1.48,49,0.77,14,0.28,13,0.06,847.15,4999,81627.08,7341525,29257.4,379478,18995.0
951,Jungle,3.59,38,0.85,9,0.25,2,0.09,1,0.04,3079.24,91294,96175.68,8995315,69585.15,2016501,1906640.0
952,Jungle Cruise,16.93,520,1.6,54,0.97,25,0.21,3,0.26,1439.94,22085,318270.31,9771001,72415.76,573000,220889446.0
953,Jurassic World Dominion,49.19,1162,6.71,168,2.65,90,0.96,26,0.11,1537.21,38727,57921.11,1979940,38948.17,399979,1001000000.0
954,Jurassic World: Fallen Kingdom,17.22,458,3.46,115,1.13,21,0.76,28,0.23,1270.4,10372,280528.77,10826844,64151.79,791825,1310466296.0
955,Just Getting Started,6.54,67,1.76,25,0.95,52,0.42,21,0.17,2175.0,39576,220321.74,19400382,44620.77,404799,6069605.0
956,Just Mercy,36.47,1840,6.4,261,1.39,39,0.85,32,0.24,5021.04,91293,112817.27,3995480,111534.49,2016501,50401502.0
957,Just Retired,4.22,106,0.4,16,0.73,8,0.07,1,0.03,1418.87,8984,3054.41,35732,58799.5,641350,9796520.0
958,Just a Breath Away,10.28,435,4.05,189,0.41,8,0.07,3,0.05,1270.5,10813,51087.66,3991230,48672.36,939130,2842040.0
959,Justice League,9.31,397,1.58,44,0.91,23,0.21,7,0.1,1769.38,17654,26660.55,808744,61122.09,503411,657926987.0
960,K-12,7.52,137,1.31,22,0.32,4,0.13,2,0.03,1340.14,14197,8575.86,414685,23627.31,202735,359377.0
961,K.G.F: Chapter 2,93.29,3782,16.59,401,0.92,20,0.36,7,0.17,455.59,4557,360267.77,17617714,37095.51,1049944,90410749.0
962,Kaala,89.33,3665,20.39,729,1.62,57,0.53,23,0.06,1098.17,22694,23357.2,648884,31588.8,356191,22000000.0
963,Kaamelott: The First Chapter,1.0,1,0.0,0,0.0,0,0.0,0,0.0,2022.0,2022,13159.0,13159,39772.0,39772,19002036.0
964,Kabaddi Kabaddi Kabaddi,105.68,4910,11.04,478,1.79,58,0.39,16,0.11,922.8,9182,88672.28,6192879,24699.03,238372,9907.0
965,Kabir Singh,20.19,872,5.2,150,0.6,18,0.11,2,0.08,862.84,5561,85998.9,2295413,56648.6,698181,55478164.0
966,Kadvi Hawa,18.45,871,3.58,116,0.56,17,0.38,5,0.43,2477.37,146465,181572.67,12597306,37521.57,482726,35407.0
967,Kaiserschmarrndrama,3.72,35,0.39,8,0.44,10,0.19,3,0.21,1046.83,27052,19472.03,720477,55847.22,699472,10357720.0
968,Kajillionaire,7.56,90,1.7,27,0.3,2,0.24,3,0.44,8577.15,230875,429419.1,14984840,83789.04,1209474,829900.0
969,Kalashnikov AK-47,20.02,851,3.97,160,1.27,35,0.21,4,0.1,3280.02,93001,251530.51,19520397,86607.71,2131283,1593464.0
970,Kalyanam,6.55,77,0.98,24,0.54,5,0.2,5,0.03,677.8,5165,18288.72,666297,40392.44,191946,84300.0
971,Kamen Rider Build The Movie: Be The One,12.117647058823529,128,6.0588235294117645,79,0.8235294117647058,10,0.7058823529411765,11,0.0,537.7647058823529,1430,1929.5294117647059,4084,31380.647058823528,52722,92108679.0
972,Kamen Rider Ex-Aid the Movie: True Ending,13.11111111111111,41,6.111111111111111,16,0.4444444444444444,2,0.7777777777777778,2,0.0,608.1111111111111,2146,4159.555555555556,17838,93110.11111111111,417887,9335192.0
973,Kamen Rider Heisei Generations FINAL: Build & Ex-Aid with Legend Riders,13.5,35,6.25,15,0.25,1,0.5,2,0.0,200.0,318,3077.5,6069,9801.5,19496,10289397.0
974,Kamen Rider Zi-O the Movie: Over Quartzer,25.714285714285715,232,10.571428571428571,92,5.214285714285714,66,1.6428571428571428,20,0.0,1002.5,4949,3349.785714285714,17200,61837.42857142857,273481,5530199.0
975,Kamen Rider: Beyond Generations,27.98,633,7.41,211,0.83,16,0.79,41,0.0,2053.13,18115,2965.41,21124,52784.53,273486,3021890.0
976,Kanye West: DONDA Experience Performance 2 22 22,262.75,877,22.5,87,5.25,15,3.75,14,0.0,1285.75,3296,52755.5,152147,31772.25,69795,313582.0
977,Karthikeya 2,133.41,2227,21.55,439,1.67,60,1.2,63,0.04,435.47,3043,8984.73,311849,18215.53,319044,10384945.0
978,Karwaan,17.46,358,3.21,47,0.38,4,0.05,2,0.09,631.11,4439,50545.38,2632266,28648.99,292939,3489863.0
979,Kataksha,12.67,225,2.1,43,1.07,34,0.21,11,0.04,237.47,2744,27055.97,991130,50285.25,2013094,140000.0
980,Katyusha,2.72,95,0.36,9,0.39,5,0.03,1,0.01,857.83,5481,38129.83,3423045,46203.33,320675,100000.0
981,Kedi,4.12,65,1.12,31,0.24,2,0.19,8,0.02,3005.63,181452,76351.65,3505221,41783.87,879534,5037923.0
982,Keep Safe Distance,5.14,108,1.03,14,0.63,10,0.34,5,0.03,853.49,18387,93988.94,1174293,54222.72,625037,3000000.0
983,Keteke,4.04,37,1.66,15,0.15,3,0.15,2,0.35,1205.08,6438,150838.3,1760754,56991.99,602025,75000.0
984,Keşif,32.08,1623,6.7,268,0.54,19,0.26,15,0.18,7952.89,228467,148485.13,4322931,83254.61,645004,40365.0
985,Khaltoor,1.4642857142857142,7,0.14285714285714285,3,0.32142857142857145,1,0.0,0,0.0,254.21428571428572,771,3915.285714285714,14609,28864.178571428572,123416,100000000.0
986,Kidnap,5.07,235,1.32,18,0.51,7,0.19,6,0.1,3325.82,224607,135299.94,6056360,72057.63,1023594,30718107.0
987,Kids of the Night,13.27,345,1.25,64,0.99,10,0.14,3,0.03,1197.53,8368,8802.5,496106,28510.68,450631,140000.0
988,Kidz,13.75,526,2.08,105,1.12,32,0.26,10,0.03,1249.96,5102,8023.63,150926,24602.29,335330,3700000.0
989,Kin,4.64,89,0.62,24,0.69,21,0.05,1,0.05,927.23,7873,15314.02,971788,46608.93,646079,10023153.0
990,Kindred,5.29,120,0.67,28,0.56,7,0.07,2,0.06,1733.55,25320,6617.6,135815,41089.54,264294,8921.0
991,King,7.95,323,0.94,34,0.92,36,0.13,4,0.06,1528.9,25859,31852.38,2535246,36134.34,495494,2551835.0
992,King Arthur: Legend of the Sword,5.16,39,1.67,24,0.41,5,0.6,13,0.28,6825.89,230872,168527.95,3848614,119652.32,2016501,148675066.0
993,King Richard,16.57,708,2.24,84,1.09,61,0.29,12,0.44,2261.53,29102,173500.0,4598470,81731.38,505315,30000000.0
994,Kingdom Men Rising,18.21,910,4.01,150,0.35,15,0.39,11,0.08,1424.76,14455,23611.04,1656608,8874.46,70879,1188936.0
995,Kingmaker,32.07,526,6.79,125,3.49,107,1.23,52,0.07,1886.14,33384,48767.56,2087901,47672.74,390009,6019720.0
996,Kingsman: The Golden Circle,63.14,2916,24.56,1050,1.95,132,1.49,41,0.26,6979.97,119537,323719.4,11979202,114942.15,2016501,410902662.0
997,Kirik Party,14.62,426,2.17,49,0.37,8,0.13,4,0.06,398.03,5973,19979.45,265238,15886.24,204666,7033500.0
998,Kiryu Coco Graduation,12.27,229,3.5,86,0.84,41,0.16,9,0.0,819.67,4997,562.72,6575,9205.28,145280,306442.0
999,Knives Out,12.3,376,1.69,61,0.88,17,0.35,10,0.13,7344.0,600599,28418.45,1065003,57637.78,878462,309232797.0
1000,Kong: Skull Island,4.21,97,2.89,70,0.27,14,0.36,26,0.13,4537.43,167851,25109.18,565307,96265.49,728047,566652812.0
1001,Kral Şakir: Korsanlar Diyarı,9.5,90,1.3,12,0.36,8,0.1,3,0.2,336.68,1623,237439.38,3771083,23675.62,196198,1579078.0
1002,Kung Food,8.15,222,2.83,171,0.56,10,0.04,2,0.01,687.72,14860,5158.85,392219,28050.3,175254,1197984.0
1003,Kung Fu Yoga,8.33,121,3.49,70,0.23,4,0.15,2,0.06,553.02,5323,135758.22,4538561,61953.91,495960,254212245.0
1004,Kuttanadan Marpappa,22.18,751,1.72,27,0.45,12,0.02,1,0.1,506.05,3868,61820.41,1287285,30384.84,794330,1377000.0
1005,Kölcsönlakás,2.8529411764705883,14,0.08823529411764706,1,0.4117647058823529,3,0.029411764705882353,1,0.0,308.0,1064,65356.76470588235,363764,16512.558823529413,42650,757123.0
1006,L'Amour flou,7.63,105,2.3,29,0.45,8,0.3,9,0.23,1884.04,9554,236438.17,4803647,52557.1,521435,1399479.0
1007,L.O.L. Surprise! On The Big Screen,1.0,1,0.0,0,0.0,0,0.0,0,0.0,2321.0,2321,17107.0,17107,10512.0,10512,144400.0
1008,La Belle Indifference,5.57,97,2.13,56,0.64,15,0.15,9,0.02,2101.93,22665,6047.38,88482,80354.54,599926,37234.0
1009,La Belle Époque,4.76,43,1.45,21,0.61,9,0.17,2,0.25,1055.7,9554,240116.18,3674111,75873.92,731239,13935410.0
